Type,Size,Trigger,Design,Has_CTA,Position,Content_Type,Category
Fullscreen,Medium,Scroll,Clean,No,Bottom Right,Recommendation,Well-Defined
Banner,Medium,Scroll,Modern,No,Center,Alert,Well-Defined
Dialog,Large,Scroll,Bold,No,Bottom Right,Offer,Well-Defined
Dialog,Large,Scroll,Clean,No,Full Page,Ad,Well-Defined
Slide-in,Small,Timer,Intrusive,No,Top,Help,Ambiguous
Slide-in,Medium,Hover,Bold,No,Bottom Left,Help,Less Well-Defined
Slide-in,Medium,Timer,Flat,No,Bottom Left,Help,Well-Defined
Floating Box,Small,Page Load,Intrusive,No,Top Right,Reminder,Ambiguous
Slide-in,Medium,Timer,Simple,No,Top Left,Discount,Less Well-Defined
Notification Bar,Medium,Timer,Flat,Yes,Top Left,Offer,Less Well-Defined
Banner,Medium,On Load,Soft,Yes,Full Page,Ad,Well-Defined
Slide-in,Small,Hover,Clean,No,Bottom,Offer,Less Well-Defined
Modal,Medium,Exit Intent,Modern,Yes,Bottom Right,Ad,Well-Defined
Slide-in,Medium,Timer,Flat,Yes,Top Left,Discount,Less Well-Defined
Banner,Small,Hover,Bold,Yes,Top Left,Newsletter,Less Well-Defined
Modal,Large,Click,Clean,No,Bottom Right,Alert,Well-Defined
Slide-in,Medium,Timer,Flat,No,Bottom Left,Offer,Ambiguous
Tooltip,Small,Page Load,Aggressive,No,Top,Ad,Ambiguous
Tooltip,Medium,Page Load,Aggressive,Yes,Top,Survey,Ambiguous
Floating Box,Medium,Timer,Intrusive,No,Top Right,Ad,Ambiguous
Modal,Medium,Scroll,Soft,Yes,Center,Alert,Well-Defined
Banner,Small,Hover,Bold,No,Top Left,Help,Less Well-Defined
Banner,Small,Timer,Simple,Yes,Bottom,Help,Less Well-Defined
Dialog,Medium,Scroll,Soft,No,Center,Recommendation,Well-Defined
Banner,Large,On Load,Clean,No,Top,Recommendation,Well-Defined
Dialog,Large,Exit Intent,Modern,Yes,Bottom Right,Alert,Well-Defined
Tooltip,Thin,Page Load,Aggressive,No,Top Right,Reminder,Ambiguous
Banner,Small,Timer,Clean,No,Bottom Left,Help,Less Well-Defined
Exit Popup,Medium,Hover,Flat,Yes,Top,Help,Less Well-Defined
Exit Popup,Thin,Timer,Flat,Yes,Top,Reminder,Ambiguous
Modal,Medium,Exit Intent,Modern,Yes,Center,Ad,Well-Defined
Fullscreen,Medium,Click,Clean,Yes,Full Page,Recommendation,Well-Defined
Modal,Large,Scroll,Clean,No,Full Page,Recommendation,Well-Defined
Banner,Medium,Timer,Flat,No,Bottom Left,Discount,Less Well-Defined
Floating Box,Small,Timer,Basic,Yes,Top Right,Ad,Ambiguous
Slide-in,Small,On Load,Flat,Yes,Top Left,Help,Less Well-Defined
Dialog,Small,Timer,Flat,No,Top Left,Newsletter,Less Well-Defined
Slide-in,Medium,On Load,Bold,Yes,Bottom Left,Discount,Less Well-Defined
Banner,Medium,Exit Intent,Soft,Yes,Top,Ad,Well-Defined
Dialog,Medium,Click,Clean,No,Center,Recommendation,Well-Defined
Dialog,Medium,Scroll,Modern,No,Top,Recommendation,Well-Defined
Dialog,Large,Click,Clean,No,Bottom Right,Ad,Well-Defined
Exit Popup,Small,Hover,Basic,Yes,Top Right,Survey,Ambiguous
Modal,Medium,Click,Clean,No,Full Page,Recommendation,Well-Defined
Fullscreen,Medium,Scroll,Soft,No,Top,Recommendation,Well-Defined
Fullscreen,Large,Scroll,Clean,No,Center,Recommendation,Well-Defined
Floating Box,Thin,Hover,Intrusive,Yes,Top,Reminder,Ambiguous
Exit Popup,Medium,Page Load,Intrusive,Yes,Top,Reminder,Ambiguous
Floating Box,Medium,Page Load,Intrusive,Yes,Center,Survey,Ambiguous
Slide-in,Small,Timer,Simple,No,Top Left,Discount,Less Well-Defined
Dialog,Large,Click,Soft,Yes,Center,Recommendation,Well-Defined
Notification Bar,Small,Hover,Simple,Yes,Top Left,Discount,Less Well-Defined
Slide-in,Small,Timer,Basic,No,Top,Help,Ambiguous
Slide-in,Medium,Timer,Simple,No,Bottom,Offer,Less Well-Defined
Notification Bar,Medium,On Load,Bold,No,Bottom Left,Newsletter,Less Well-Defined
Exit Popup,Thin,Page Load,Intrusive,No,Top Right,Survey,Ambiguous
Notification Bar,Medium,Hover,Bold,No,Top Left,Newsletter,Less Well-Defined
Notification Bar,Medium,Timer,Clean,Yes,Bottom Left,Discount,Less Well-Defined
Notification Bar,Medium,Hover,Clean,No,Top Left,Newsletter,Less Well-Defined
Tooltip,Medium,Timer,Basic,Yes,Top Right,Reminder,Ambiguous
Fullscreen,Large,Exit Intent,Clean,No,Full Page,Recommendation,Well-Defined
Exit Popup,Thin,Timer,Basic,No,Top Right,Survey,Ambiguous
Exit Popup,Thin,Page Load,Intrusive,Yes,Top,Reminder,Ambiguous
Exit Popup,Small,Timer,Basic,No,Top,Reminder,Ambiguous
Slide-in,Medium,On Load,Clean,Yes,Bottom,Discount,Less Well-Defined
Dialog,Medium,Timer,Clean,No,Top Left,Newsletter,Less Well-Defined
Modal,Large,Click,Clean,No,Bottom Right,Ad,Well-Defined
Banner,Medium,On Load,Flat,Yes,Top Left,Discount,Less Well-Defined
Modal,Medium,On Load,Modern,Yes,Bottom Right,Offer,Well-Defined
Slide-in,Small,Hover,Intrusive,Yes,Top,Reminder,Ambiguous
Exit Popup,Small,Page Load,Aggressive,Yes,Top,Reminder,Ambiguous
Dialog,Large,Scroll,Clean,Yes,Full Page,Alert,Well-Defined
Tooltip,Small,Page Load,Basic,Yes,Top,Survey,Ambiguous
Exit Popup,Small,Hover,Basic,No,Top Right,Survey,Ambiguous
Slide-in,Medium,Page Load,Flat,Yes,Top,Survey,Ambiguous
Slide-in,Small,On Load,Bold,No,Bottom Left,Help,Less Well-Defined
Fullscreen,Large,Click,Bold,No,Center,Ad,Well-Defined
Exit Popup,Thin,Page Load,Basic,No,Top Right,Reminder,Ambiguous
Fullscreen,Medium,Scroll,Clean,Yes,Top,Recommendation,Well-Defined
Notification Bar,Small,Hover,Clean,No,Top Left,Offer,Well-Defined
Slide-in,Small,On Load,Clean,Yes,Bottom,Offer,Less Well-Defined
Banner,Small,On Load,Simple,Yes,Bottom Left,Newsletter,Less Well-Defined
Banner,Large,On Load,Modern,No,Top,Alert,Well-Defined
Floating Box,Thin,Page Load,Intrusive,No,Top,Help,Ambiguous
Banner,Medium,Exit Intent,Soft,No,Full Page,Recommendation,Less Well-Defined
Banner,Small,Hover,Clean,Yes,Top Left,Offer,Less Well-Defined
Dialog,Medium,Hover,Simple,Yes,Bottom Left,Newsletter,Less Well-Defined
Exit Popup,Medium,Timer,Flat,Yes,Center,Help,Ambiguous
Dialog,Large,Click,Clean,No,Bottom Right,Recommendation,Well-Defined
Slide-in,Medium,On Load,Flat,Yes,Bottom,Discount,Less Well-Defined
Fullscreen,Large,Click,Soft,No,Center,Ad,Well-Defined
Dialog,Small,Hover,Bold,Yes,Top Left,Help,Less Well-Defined
Tooltip,Thin,Timer,Intrusive,No,Top Right,Survey,Ambiguous
Modal,Large,Click,Clean,No,Full Page,Alert,Well-Defined
Slide-in,Medium,Timer,Bold,Yes,Bottom,Discount,Less Well-Defined
Floating Box,Small,Page Load,Intrusive,No,Top,Survey,Ambiguous
Dialog,Large,On Load,Modern,Yes,Center,Recommendation,Well-Defined
Slide-in,Small,Page Load,Aggressive,No,Top Right,Reminder,Ambiguous
Dialog,Medium,Click,Soft,No,Full Page,Alert,Well-Defined
Slide-in,Medium,On Load,Simple,Yes,Bottom Left,Newsletter,Ambiguous
Slide-in,Medium,Hover,Flat,No,Bottom,Discount,Less Well-Defined
Notification Bar,Medium,Timer,Simple,No,Bottom,Help,Less Well-Defined
Floating Box,Small,Hover,Intrusive,Yes,Top Right,Reminder,Ambiguous
Modal,Large,Exit Intent,Soft,No,Center,Recommendation,Well-Defined
Notification Bar,Small,Timer,Bold,No,Bottom,Help,Ambiguous
Modal,Large,Exit Intent,Modern,No,Center,Ad,Well-Defined
Notification Bar,Small,Timer,Bold,Yes,Top Left,Discount,Less Well-Defined
Tooltip,Thin,Timer,Aggressive,No,Top Right,Survey,Well-Defined
Slide-in,Small,Hover,Bold,Yes,Top Left,Newsletter,Well-Defined
Exit Popup,Thin,Hover,Intrusive,Yes,Top Right,Survey,Ambiguous
Exit Popup,Medium,Hover,Aggressive,No,Center,Reminder,Less Well-Defined
Dialog,Small,On Load,Bold,No,Bottom,Discount,Less Well-Defined
Notification Bar,Medium,Hover,Flat,Yes,Bottom,Newsletter,Less Well-Defined
Slide-in,Small,On Load,Bold,Yes,Top Left,Newsletter,Less Well-Defined
Fullscreen,Large,Scroll,Soft,No,Full Page,Alert,Well-Defined
Notification Bar,Small,Hover,Clean,Yes,Bottom,Offer,Less Well-Defined
Exit Popup,Small,Hover,Aggressive,No,Top Right,Reminder,Ambiguous
Notification Bar,Small,Hover,Flat,Yes,Bottom,Newsletter,Less Well-Defined
Slide-in,Medium,Timer,Simple,Yes,Bottom Left,Newsletter,Less Well-Defined
Modal,Large,Exit Intent,Modern,Yes,Center,Recommendation,Well-Defined
Dialog,Medium,Scroll,Clean,No,Bottom Right,Ad,Well-Defined
Dialog,Medium,On Load,Modern,Yes,Full Page,Alert,Well-Defined
Exit Popup,Small,Hover,Flat,No,Top,Ad,Ambiguous
Banner,Medium,Scroll,Soft,Yes,Center,Ad,Well-Defined
Notification Bar,Medium,Timer,Bold,No,Bottom Left,Discount,Less Well-Defined
Dialog,Large,Click,Modern,Yes,Center,Ad,Well-Defined
Floating Box,Thin,Hover,Flat,No,Center,Ad,Ambiguous
Tooltip,Small,Timer,Flat,Yes,Center,Survey,Ambiguous
Floating Box,Small,Timer,Aggressive,No,Center,Reminder,Ambiguous
Floating Box,Small,Page Load,Basic,Yes,Top Right,Reminder,Ambiguous
Dialog,Large,Exit Intent,Clean,Yes,Top,Offer,Well-Defined
Floating Box,Medium,Hover,Aggressive,No,Center,Ad,Ambiguous
Floating Box,Small,Page Load,Aggressive,Yes,Top Right,Reminder,Ambiguous
Notification Bar,Medium,Hover,Flat,Yes,Top Left,Newsletter,Less Well-Defined
Dialog,Medium,Scroll,Modern,Yes,Bottom Right,Ad,Well-Defined
Exit Popup,Small,Page Load,Aggressive,No,Top,Help,Ambiguous
Slide-in,Medium,On Load,Simple,Yes,Bottom,Newsletter,Ambiguous
Floating Box,Medium,Page Load,Basic,Yes,Top Right,Ad,Ambiguous
Modal,Large,On Load,Modern,No,Center,Offer,Well-Defined
Dialog,Medium,Timer,Clean,Yes,Top Left,Newsletter,Less Well-Defined
Floating Box,Small,Page Load,Intrusive,No,Center,Survey,Ambiguous
Slide-in,Thin,Page Load,Intrusive,Yes,Top,Reminder,Ambiguous
Slide-in,Medium,Timer,Flat,Yes,Top,Ad,Ambiguous
Slide-in,Medium,Timer,Basic,Yes,Top Right,Ad,Ambiguous
Notification Bar,Medium,Timer,Bold,No,Bottom Left,Help,Less Well-Defined
Dialog,Small,Timer,Flat,Yes,Bottom,Newsletter,Less Well-Defined
Slide-in,Small,Hover,Bold,Yes,Bottom,Discount,Less Well-Defined
Exit Popup,Small,Timer,Intrusive,No,Top,Reminder,Ambiguous
Banner,Medium,Hover,Simple,Yes,Bottom,Newsletter,Less Well-Defined
Fullscreen,Large,Exit Intent,Soft,No,Center,Ad,Well-Defined
Slide-in,Medium,Hover,Simple,No,Top Left,Offer,Less Well-Defined
Tooltip,Small,Page Load,Basic,No,Center,Ad,Ambiguous
Exit Popup,Small,Page Load,Intrusive,Yes,Top Right,Help,Ambiguous
Banner,Large,On Load,Bold,Yes,Top,Alert,Well-Defined
Exit Popup,Medium,Timer,Basic,Yes,Center,Survey,Ambiguous
Fullscreen,Large,Scroll,Soft,No,Center,Alert,Well-Defined
Notification Bar,Small,On Load,Simple,No,Top Left,Newsletter,Less Well-Defined
Banner,Small,Timer,Flat,Yes,Bottom Left,Offer,Less Well-Defined
Slide-in,Small,Timer,Flat,Yes,Top,Reminder,Ambiguous
Modal,Medium,Click,Modern,Yes,Bottom Right,Alert,Well-Defined
Slide-in,Small,Timer,Flat,Yes,Bottom Left,Newsletter,Less Well-Defined
Dialog,Medium,Timer,Clean,No,Bottom Left,Help,Less Well-Defined
Notification Bar,Medium,Hover,Bold,No,Bottom Left,Discount,Less Well-Defined
Floating Box,Small,Page Load,Basic,No,Center,Ad,Ambiguous
Fullscreen,Large,Click,Soft,Yes,Bottom Right,Ad,Well-Defined
Tooltip,Medium,Timer,Aggressive,Yes,Top,Reminder,Ambiguous
Exit Popup,Medium,Timer,Aggressive,Yes,Top,Help,Ambiguous
Modal,Medium,Exit Intent,Bold,No,Full Page,Offer,Ambiguous
Slide-in,Small,On Load,Flat,Yes,Bottom Left,Newsletter,Less Well-Defined
Slide-in,Medium,On Load,Simple,Yes,Bottom Left,Offer,Less Well-Defined
Modal,Large,Click,Bold,No,Top,Offer,Well-Defined
Fullscreen,Medium,Scroll,Modern,No,Bottom Right,Recommendation,Well-Defined
Floating Box,Thin,Hover,Intrusive,Yes,Center,Ad,Ambiguous
Exit Popup,Thin,Hover,Basic,Yes,Top Right,Help,Ambiguous
Banner,Large,Scroll,Soft,Yes,Bottom Right,Offer,Well-Defined
Floating Box,Small,Hover,Basic,No,Top,Survey,Ambiguous
Slide-in,Small,On Load,Simple,No,Top Left,Newsletter,Less Well-Defined
Slide-in,Thin,Page Load,Intrusive,Yes,Top,Survey,Ambiguous
Modal,Large,Scroll,Soft,Yes,Bottom Right,Alert,Well-Defined
Tooltip,Thin,Page Load,Intrusive,No,Top Right,Reminder,Ambiguous
Slide-in,Small,Hover,Clean,Yes,Top Left,Discount,Less Well-Defined
Exit Popup,Small,Hover,Intrusive,Yes,Top Right,Survey,Ambiguous
Banner,Medium,Hover,Clean,No,Top Left,Offer,Less Well-Defined
Banner,Medium,Click,Soft,No,Bottom Right,Alert,Well-Defined
Tooltip,Small,Hover,Aggressive,No,Top Right,Reminder,Ambiguous
Modal,Medium,Exit Intent,Bold,Yes,Top,Ad,Well-Defined
Floating Box,Small,Page Load,Intrusive,Yes,Top,Survey,Ambiguous
Floating Box,Small,Page Load,Aggressive,No,Top Right,Survey,Ambiguous
Dialog,Medium,Hover,Simple,Yes,Bottom Left,Offer,Less Well-Defined
Modal,Medium,Click,Modern,No,Top,Alert,Well-Defined
Slide-in,Thin,Page Load,Flat,Yes,Top,Help,Ambiguous
Banner,Medium,Scroll,Clean,No,Bottom Right,Offer,Well-Defined
Banner,Medium,Scroll,Modern,Yes,Top,Offer,Well-Defined
Modal,Large,On Load,Modern,Yes,Full Page,Ad,Well-Defined
Dialog,Medium,Scroll,Clean,Yes,Bottom Right,Ad,Well-Defined
Exit Popup,Small,Page Load,Flat,Yes,Center,Help,Ambiguous
Fullscreen,Large,Scroll,Bold,Yes,Bottom Right,Alert,Well-Defined
Slide-in,Small,On Load,Simple,Yes,Top Left,Discount,Less Well-Defined
Dialog,Small,On Load,Bold,No,Bottom Left,Offer,Less Well-Defined
Floating Box,Small,Hover,Basic,No,Top,Survey,Ambiguous
Notification Bar,Medium,Timer,Bold,No,Bottom Left,Offer,Less Well-Defined
Banner,Large,Exit Intent,Clean,No,Full Page,Ad,Well-Defined
Floating Box,Small,Page Load,Intrusive,No,Top Right,Reminder,Ambiguous
Dialog,Medium,Hover,Simple,No,Bottom,Discount,Less Well-Defined
Slide-in,Small,Timer,Clean,Yes,Top Left,Help,Less Well-Defined
Modal,Large,Scroll,Bold,No,Center,Alert,Well-Defined
Slide-in,Medium,Hover,Bold,No,Top Left,Help,Less Well-Defined
Banner,Small,Hover,Clean,No,Bottom Left,Newsletter,Less Well-Defined
Dialog,Small,Hover,Bold,Yes,Top Left,Newsletter,Less Well-Defined
Modal,Medium,Scroll,Bold,Yes,Bottom Right,Ad,Ambiguous
Floating Box,Medium,Page Load,Flat,Yes,Center,Ad,Ambiguous
Dialog,Large,Click,Soft,No,Full Page,Alert,Well-Defined
Exit Popup,Thin,Hover,Intrusive,Yes,Top,Reminder,Ambiguous
Exit Popup,Small,Hover,Aggressive,Yes,Top Right,Survey,Ambiguous
Banner,Small,On Load,Bold,Yes,Top Left,Offer,Less Well-Defined
Tooltip,Thin,Hover,Aggressive,No,Top Right,Ad,Ambiguous
Slide-in,Medium,Timer,Clean,Yes,Top Left,Newsletter,Ambiguous
Exit Popup,Thin,Timer,Intrusive,No,Top Right,Reminder,Ambiguous
Slide-in,Medium,Timer,Basic,No,Top Right,Reminder,Ambiguous
Slide-in,Medium,Timer,Aggressive,Yes,Top Right,Ad,Ambiguous
Banner,Medium,On Load,Bold,No,Bottom Left,Offer,Less Well-Defined
Notification Bar,Small,Timer,Simple,Yes,Top Left,Help,Less Well-Defined
Floating Box,Thin,Hover,Basic,No,Center,Survey,Ambiguous
Banner,Small,Hover,Flat,Yes,Bottom Left,Discount,Ambiguous
Slide-in,Small,Hover,Flat,No,Center,Reminder,Ambiguous
Dialog,Large,Exit Intent,Modern,Yes,Full Page,Recommendation,Well-Defined
Floating Box,Thin,Hover,Intrusive,No,Top Right,Reminder,Ambiguous
Exit Popup,Small,Page Load,Basic,Yes,Top,Survey,Ambiguous
Slide-in,Thin,Timer,Intrusive,Yes,Top,Survey,Ambiguous
Notification Bar,Small,Timer,Simple,Yes,Bottom Left,Discount,Less Well-Defined
Dialog,Small,Hover,Simple,Yes,Bottom,Discount,Less Well-Defined
Slide-in,Medium,Timer,Flat,No,Bottom,Help,Less Well-Defined
Tooltip,Small,Page Load,Basic,Yes,Top,Help,Ambiguous
Exit Popup,Thin,Timer,Basic,No,Top Right,Reminder,Ambiguous
Slide-in,Thin,Hover,Intrusive,No,Center,Survey,Ambiguous
Dialog,Medium,Timer,Flat,Yes,Bottom,Help,Less Well-Defined
Banner,Small,Timer,Bold,Yes,Top Left,Newsletter,Well-Defined
Slide-in,Small,Timer,Intrusive,No,Top Right,Ad,Ambiguous
Modal,Medium,On Load,Clean,Yes,Bottom Right,Offer,Well-Defined
Fullscreen,Medium,Scroll,Soft,Yes,Bottom Right,Recommendation,Well-Defined
Dialog,Medium,Click,Modern,Yes,Center,Offer,Well-Defined
Modal,Large,Scroll,Soft,Yes,Full Page,Recommendation,Well-Defined
Tooltip,Medium,Hover,Aggressive,Yes,Top,Reminder,Ambiguous
Fullscreen,Large,On Load,Bold,Yes,Center,Ad,Well-Defined
Fullscreen,Large,Click,Bold,Yes,Full Page,Ad,Well-Defined
Exit Popup,Small,Hover,Intrusive,Yes,Top Right,Survey,Ambiguous
Slide-in,Small,Hover,Clean,No,Bottom Left,Newsletter,Less Well-Defined
Modal,Large,Exit Intent,Clean,Yes,Top,Ad,Well-Defined
Tooltip,Medium,Page Load,Aggressive,Yes,Center,Reminder,Ambiguous
Banner,Large,On Load,Clean,Yes,Center,Offer,Ambiguous
Fullscreen,Large,On Load,Soft,Yes,Full Page,Ad,Well-Defined
Dialog,Large,Exit Intent,Clean,Yes,Center,Alert,Well-Defined
Tooltip,Medium,Timer,Flat,Yes,Top,Ad,Well-Defined
Tooltip,Small,Timer,Intrusive,No,Top Right,Reminder,Ambiguous
Fullscreen,Medium,Exit Intent,Bold,No,Top,Offer,Well-Defined
Slide-in,Small,On Load,Clean,No,Bottom,Newsletter,Less Well-Defined
Banner,Medium,Exit Intent,Soft,Yes,Center,Alert,Well-Defined
Exit Popup,Thin,Hover,Aggressive,No,Top Right,Survey,Ambiguous
Notification Bar,Medium,Hover,Bold,No,Top Left,Newsletter,Less Well-Defined
Exit Popup,Thin,Page Load,Aggressive,No,Center,Reminder,Less Well-Defined
Exit Popup,Thin,Hover,Intrusive,Yes,Top Right,Survey,Ambiguous
Fullscreen,Medium,Exit Intent,Clean,No,Full Page,Alert,Well-Defined
Banner,Large,Scroll,Clean,No,Top,Alert,Well-Defined
Dialog,Large,Click,Clean,Yes,Bottom Right,Ad,Well-Defined
Fullscreen,Medium,Exit Intent,Clean,Yes,Bottom Right,Ad,Well-Defined
Fullscreen,Medium,Exit Intent,Clean,No,Bottom Right,Recommendation,Well-Defined
Exit Popup,Small,Hover,Intrusive,No,Center,Reminder,Ambiguous
Fullscreen,Large,Exit Intent,Soft,Yes,Full Page,Alert,Well-Defined
Exit Popup,Thin,Hover,Aggressive,Yes,Top Right,Reminder,Ambiguous
Modal,Large,On Load,Bold,No,Center,Ad,Well-Defined
Exit Popup,Thin,Page Load,Aggressive,No,Top Right,Ad,Ambiguous
Banner,Medium,On Load,Flat,Yes,Top Left,Offer,Less Well-Defined
Fullscreen,Large,Scroll,Modern,Yes,Center,Recommendation,Well-Defined
Slide-in,Medium,On Load,Bold,No,Bottom Left,Discount,Less Well-Defined
Exit Popup,Small,Page Load,Basic,No,Top,Reminder,Ambiguous
Modal,Medium,Exit Intent,Soft,Yes,Center,Ad,Well-Defined
Banner,Small,Hover,Bold,Yes,Bottom,Help,Less Well-Defined
Fullscreen,Large,Scroll,Modern,No,Full Page,Alert,Ambiguous
Floating Box,Small,Hover,Basic,Yes,Top Right,Survey,Ambiguous
Fullscreen,Medium,Exit Intent,Soft,Yes,Top,Recommendation,Well-Defined
Exit Popup,Small,Page Load,Basic,Yes,Center,Help,Ambiguous
Floating Box,Medium,Hover,Intrusive,No,Top,Ad,Ambiguous
Banner,Medium,Timer,Bold,No,Bottom Left,Offer,Less Well-Defined
Fullscreen,Large,Exit Intent,Clean,No,Center,Recommendation,Well-Defined
Dialog,Large,Scroll,Modern,Yes,Bottom Right,Ad,Well-Defined
Tooltip,Thin,Page Load,Intrusive,Yes,Top,Help,Ambiguous
Banner,Medium,Exit Intent,Clean,No,Center,Offer,Well-Defined
Tooltip,Small,Page Load,Aggressive,No,Center,Ad,Less Well-Defined
Fullscreen,Medium,Click,Soft,Yes,Bottom Right,Ad,Well-Defined
Exit Popup,Small,Hover,Aggressive,Yes,Top,Survey,Ambiguous
Banner,Small,On Load,Flat,No,Bottom,Discount,Less Well-Defined
Dialog,Large,Click,Clean,Yes,Center,Ad,Well-Defined
Slide-in,Medium,Timer,Bold,No,Top Left,Offer,Less Well-Defined
Dialog,Medium,Timer,Bold,No,Top Left,Offer,Less Well-Defined
Banner,Medium,On Load,Flat,Yes,Bottom Left,Discount,Less Well-Defined
Slide-in,Medium,Timer,Bold,No,Bottom Left,Offer,Less Well-Defined
Modal,Medium,Click,Bold,No,Center,Offer,Well-Defined
Fullscreen,Medium,Scroll,Clean,Yes,Full Page,Alert,Well-Defined
Slide-in,Small,Timer,Flat,Yes,Bottom Left,Newsletter,Less Well-Defined
Dialog,Medium,On Load,Clean,No,Bottom Left,Help,Less Well-Defined
Banner,Medium,On Load,Simple,No,Top Left,Newsletter,Less Well-Defined
Slide-in,Small,Page Load,Basic,No,Center,Reminder,Less Well-Defined
Fullscreen,Large,Exit Intent,Bold,No,Center,Ad,Well-Defined
Banner,Large,Scroll,Modern,Yes,Top,Offer,Well-Defined
Floating Box,Medium,Timer,Basic,No,Top Right,Ad,Ambiguous
Notification Bar,Small,On Load,Simple,Yes,Top Left,Offer,Less Well-Defined
Banner,Small,Hover,Bold,No,Bottom,Discount,Less Well-Defined
Dialog,Large,Scroll,Clean,No,Full Page,Ad,Well-Defined
Dialog,Medium,On Load,Flat,No,Bottom,Discount,Less Well-Defined
Notification Bar,Medium,On Load,Clean,No,Top Left,Newsletter,Well-Defined
Dialog,Medium,Click,Soft,No,Top,Recommendation,Well-Defined
Banner,Medium,On Load,Bold,No,Bottom Left,Offer,Less Well-Defined
Slide-in,Thin,Page Load,Aggressive,No,Top,Survey,Ambiguous
Notification Bar,Small,Hover,Clean,No,Bottom Left,Offer,Less Well-Defined
Dialog,Medium,Hover,Clean,Yes,Bottom Left,Newsletter,Less Well-Defined
Fullscreen,Large,Click,Modern,No,Full Page,Alert,Well-Defined
Slide-in,Medium,Timer,Flat,Yes,Top Left,Help,Less Well-Defined
Fullscreen,Large,On Load,Bold,Yes,Top,Alert,Well-Defined
Exit Popup,Thin,Page Load,Aggressive,Yes,Top,Help,Ambiguous
Exit Popup,Medium,Timer,Flat,No,Top,Help,Ambiguous
Slide-in,Small,On Load,Flat,No,Top Left,Offer,Ambiguous
Banner,Medium,On Load,Bold,Yes,Top,Ad,Well-Defined
Modal,Medium,Click,Soft,Yes,Full Page,Recommendation,Well-Defined
Notification Bar,Medium,Timer,Flat,No,Top Left,Newsletter,Less Well-Defined
Notification Bar,Small,Hover,Simple,No,Bottom Left,Newsletter,Less Well-Defined
Slide-in,Thin,Hover,Flat,Yes,Center,Help,Ambiguous
Modal,Medium,Scroll,Modern,No,Bottom Right,Offer,Well-Defined
Modal,Large,Exit Intent,Soft,Yes,Full Page,Alert,Well-Defined
Floating Box,Thin,Hover,Intrusive,No,Top Right,Survey,Ambiguous
Modal,Large,Scroll,Bold,No,Full Page,Recommendation,Well-Defined
Notification Bar,Small,Hover,Bold,No,Bottom Left,Newsletter,Less Well-Defined
Fullscreen,Medium,Exit Intent,Modern,Yes,Top,Ad,Well-Defined
Fullscreen,Medium,On Load,Clean,Yes,Bottom Right,Offer,Well-Defined
Notification Bar,Medium,Timer,Bold,No,Bottom Left,Help,Less Well-Defined
Notification Bar,Medium,On Load,Flat,No,Top Left,Newsletter,Less Well-Defined
Tooltip,Small,Timer,Intrusive,No,Top,Ad,Ambiguous
Dialog,Medium,Scroll,Soft,Yes,Center,Ad,Well-Defined
Slide-in,Thin,Hover,Aggressive,Yes,Center,Reminder,Ambiguous
Notification Bar,Small,On Load,Clean,Yes,Top Left,Help,Less Well-Defined
Slide-in,Medium,On Load,Simple,Yes,Bottom,Newsletter,Less Well-Defined
Banner,Medium,On Load,Soft,Yes,Center,Recommendation,Well-Defined
Tooltip,Small,Page Load,Basic,No,Top Right,Survey,Ambiguous
Modal,Medium,Click,Soft,No,Bottom Right,Alert,Well-Defined
Banner,Medium,Exit Intent,Modern,Yes,Full Page,Recommendation,Well-Defined
